permutation|permutationMap|result|denot total iterations
689|{232: 242, 237: 10, 236: 233, 10: 11, 233: 236, 2: 0, 0: 232, 11: 2, 242: 237, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|969
690|{232: 233, 237: 10, 236: 0, 10: 2, 233: 237, 2: 242, 0: 232, 11: 236, 242: 11, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|251
691|{232: 3, 237: 0, 236: 232, 10: 242, 233: 10, 2: 2, 0: 236, 11: 233, 242: 237, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|502
692|{232: 237, 237: 0, 236: 3, 10: 232, 233: 2, 2: 242, 0: 11, 11: 10, 242: 236, 3: 233}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1206
693|{232: 242, 237: 2, 236: 236, 10: 3, 233: 11, 2: 233, 0: 237, 11: 0, 242: 232, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|737
694|{232: 0, 237: 242, 236: 236, 10: 2, 233: 10, 2: 11, 0: 233, 11: 237, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
695|{232: 236, 237: 233, 236: 242, 10: 10, 233: 232, 2: 237, 0: 2, 11: 11, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|256
696|{232: 10, 237: 2, 236: 3, 10: 232, 233: 237, 2: 242, 0: 236, 11: 233, 242: 0, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|15
697|{232: 232, 237: 236, 236: 3, 10: 237, 233: 10, 2: 2, 0: 242, 11: 11, 242: 0, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|253
698|{232: 233, 237: 242, 236: 236, 10: 237, 233: 11, 2: 232, 0: 0, 11: 10, 242: 2, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|510
699|{232: 237, 237: 3, 236: 236, 10: 2, 233: 10, 2: 11, 0: 232, 11: 0, 242: 233, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|505
700|{232: 236, 237: 242, 236: 0, 10: 2, 233: 233, 2: 232, 0: 10, 11: 237, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
701|{232: 233, 237: 236, 236: 11, 10: 237, 233: 3, 2: 242, 0: 2, 11: 232, 242: 10, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|980
702|{232: 242, 237: 11, 236: 0, 10: 3, 233: 232, 2: 233, 0: 236, 11: 237, 242: 10, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|263
703|{232: 233, 237: 236, 236: 3, 10: 11, 233: 242, 2: 10, 0: 2, 11: 237, 242: 232, 3: 0}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|249
704|{232: 242, 237: 232, 236: 236, 10: 2, 233: 0, 2: 237, 0: 233, 11: 3, 242: 11, 3: 10}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|732
705|{232: 233, 237: 3, 236: 2, 10: 232, 233: 237, 2: 10, 0: 11, 11: 236, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|762
706|{232: 11, 237: 236, 236: 237, 10: 10, 233: 2, 2: 232, 0: 0, 11: 3, 242: 233, 3: 242}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|245
707|{232: 11, 237: 10, 236: 3, 10: 2, 233: 236, 2: 233, 0: 0, 11: 242, 242: 237, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|49
708|{232: 0, 237: 10, 236: 242, 10: 237, 233: 236, 2: 233, 0: 3, 11: 232, 242: 11, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
709|{232: 0, 237: 237, 236: 236, 10: 2, 233: 3, 2: 232, 0: 10, 11: 11, 242: 233, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } )|245
710|{232: 242, 237: 233, 236: 236, 10: 10, 233: 0, 2: 3, 0: 232, 11: 237, 242: 2, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|258
711|{232: 2, 237: 10, 236: 232, 10: 11, 233: 237, 2: 3, 0: 233, 11: 236, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|2150
712|{232: 233, 237: 242, 236: 0, 10: 2, 233: 237, 2: 236, 0: 11, 11: 3, 242: 232, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|516
713|{232: 237, 237: 0, 236: 11, 10: 236, 233: 242, 2: 10, 0: 233, 11: 232, 242: 2, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|1460
714|{232: 237, 237: 11, 236: 233, 10: 3, 233: 10, 2: 236, 0: 242, 11: 232, 242: 0, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|744
715|{232: 242, 237: 11, 236: 3, 10: 2, 233: 237, 2: 0, 0: 233, 11: 10, 242: 232, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|709
716|{232: 3, 237: 237, 236: 11, 10: 242, 233: 10, 2: 236, 0: 233, 11: 232, 242: 2, 3: 0}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|492
717|{232: 236, 237: 2, 236: 10, 10: 11, 233: 237, 2: 242, 0: 3, 11: 0, 242: 233, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|484
718|{232: 233, 237: 237, 236: 242, 10: 10, 233: 0, 2: 232, 0: 3, 11: 236, 242: 2, 3: 11}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|245
719|{232: 242, 237: 232, 236: 237, 10: 11, 233: 236, 2: 233, 0: 10, 11: 0, 242: 2, 3: 3}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|761
720|{232: 10, 237: 2, 236: 237, 10: 236, 233: 242, 2: 233, 0: 0, 11: 3, 242: 232, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|288
721|{232: 236, 237: 0, 236: 237, 10: 10, 233: 233, 2: 3, 0: 242, 11: 232, 242: 2, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|242
722|{232: 236, 237: 242, 236: 2, 10: 3, 233: 233, 2: 11, 0: 0, 11: 232, 242: 237, 3: 10}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|494
723|{232: 236, 237: 232, 236: 3, 10: 242, 233: 233, 2: 10, 0: 11, 11: 2, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|711
724|{232: 11, 237: 0, 236: 233, 10: 237, 233: 10, 2: 232, 0: 2, 11: 242, 242: 236, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|259
725|{232: 237, 237: 242, 236: 0, 10: 10, 233: 236, 2: 3, 0: 11, 11: 233, 242: 2, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|492
726|{232: 242, 237: 0, 236: 2, 10: 11, 233: 3, 2: 10, 0: 237, 11: 236, 242: 233, 3: 232}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|262
727|{232: 237, 237: 233, 236: 3, 10: 232, 233: 242, 2: 0, 0: 2, 11: 236, 242: 11, 3: 10}|( )|12
728|{232: 232, 237: 233, 236: 237, 10: 2, 233: 10, 2: 236, 0: 242, 11: 11, 242: 0, 3: 3}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|728
729|{232: 10, 237: 242, 236: 0, 10: 11, 233: 236, 2: 232, 0: 3, 11: 237, 242: 2, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|721
730|{232: 236, 237: 2, 236: 233, 10: 10, 233: 232, 2: 237, 0: 3, 11: 11, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|265
731|{232: 10, 237: 236, 236: 0, 10: 11, 233: 237, 2: 242, 0: 3, 11: 232, 242: 233, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|519
732|{232: 242, 237: 3, 236: 233, 10: 232, 233: 11, 2: 0, 0: 236, 11: 237, 242: 10, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|20
733|{232: 232, 237: 237, 236: 10, 10: 3, 233: 2, 2: 233, 0: 0, 11: 236, 242: 11, 3: 242}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|492
734|{232: 11, 237: 10, 236: 233, 10: 0, 233: 3, 2: 2, 0: 236, 11: 237, 242: 242, 3: 232}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|514
735|{232: 3, 237: 0, 236: 232, 10: 236, 233: 10, 2: 233, 0: 237, 11: 242, 242: 2, 3: 11}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|492
736|{232: 242, 237: 237, 236: 11, 10: 0, 233: 233, 2: 2, 0: 10, 11: 3, 242: 236, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|22
737|{232: 11, 237: 236, 236: 2, 10: 233, 233: 3, 2: 0, 0: 237, 11: 10, 242: 232, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|42
738|{232: 11, 237: 2, 236: 0, 10: 237, 233: 3, 2: 236, 0: 232, 11: 10, 242: 233, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|13
739|{232: 10, 237: 233, 236: 237, 10: 232, 233: 3, 2: 236, 0: 242, 11: 0, 242: 2, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
740|{232: 232, 237: 242, 236: 3, 10: 233, 233: 11, 2: 2, 0: 237, 11: 236, 242: 0, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|494
741|{232: 242, 237: 237, 236: 10, 10: 233, 233: 236, 2: 232, 0: 3, 11: 0, 242: 2, 3: 11}|( )|14
742|{232: 242, 237: 232, 236: 10, 10: 11, 233: 0, 2: 3, 0: 236, 11: 2, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
743|{232: 0, 237: 11, 236: 242, 10: 232, 233: 10, 2: 237, 0: 3, 11: 236, 242: 233, 3: 2}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|248
744|{232: 236, 237: 2, 236: 233, 10: 11, 233: 3, 2: 232, 0: 242, 11: 0, 242: 237, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|251
745|{232: 0, 237: 3, 236: 11, 10: 233, 233: 237, 2: 236, 0: 10, 11: 232, 242: 2, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|246
746|{232: 237, 237: 236, 236: 0, 10: 3, 233: 11, 2: 2, 0: 242, 11: 233, 242: 232, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|252
747|{232: 11, 237: 242, 236: 232, 10: 3, 233: 0, 2: 2, 0: 236, 11: 10, 242: 237, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|490
748|{232: 0, 237: 232, 236: 237, 10: 233, 233: 242, 2: 3, 0: 2, 11: 236, 242: 11, 3: 10}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|527
749|{232: 232, 237: 3, 236: 2, 10: 236, 233: 10, 2: 233, 0: 0, 11: 242, 242: 237, 3: 11}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|984
750|{232: 11, 237: 0, 236: 10, 10: 233, 233: 232, 2: 236, 0: 242, 11: 237, 242: 2, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|490
751|{232: 2, 237: 236, 236: 10, 10: 242, 233: 232, 2: 233, 0: 237, 11: 3, 242: 11, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|960
752|{232: 232, 237: 233, 236: 3, 10: 10, 233: 236, 2: 11, 0: 242, 11: 0, 242: 237, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
753|{232: 232, 237: 233, 236: 11, 10: 2, 233: 242, 2: 0, 0: 237, 11: 236, 242: 10, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|256
754|{232: 232, 237: 236, 236: 242, 10: 3, 233: 237, 2: 0, 0: 2, 11: 233, 242: 10, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|256
755|{232: 0, 237: 237, 236: 242, 10: 232, 233: 2, 2: 10, 0: 233, 11: 11, 242: 236, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|978
756|{232: 0, 237: 3, 236: 237, 10: 232, 233: 11, 2: 233, 0: 2, 11: 10, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|979
757|{232: 0, 237: 3, 236: 232, 10: 11, 233: 242, 2: 237, 0: 10, 11: 233, 242: 2, 3: 236}|( )|14
758|{232: 233, 237: 10, 236: 237, 10: 0, 233: 3, 2: 242, 0: 232, 11: 2, 242: 236, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|12
759|{232: 2, 237: 11, 236: 3, 10: 232, 233: 236, 2: 10, 0: 242, 11: 233, 242: 237, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|46
760|{232: 233, 237: 236, 236: 10, 10: 237, 233: 232, 2: 3, 0: 11, 11: 2, 242: 242, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
761|{232: 237, 237: 232, 236: 3, 10: 236, 233: 0, 2: 11, 0: 2, 11: 233, 242: 10, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|242
762|{232: 237, 237: 0, 236: 10, 10: 236, 233: 232, 2: 11, 0: 3, 11: 233, 242: 2, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|50
763|{232: 232, 237: 233, 236: 2, 10: 11, 233: 242, 2: 0, 0: 237, 11: 10, 242: 3, 3: 236}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|250
764|{232: 236, 237: 2, 236: 242, 10: 237, 233: 233, 2: 232, 0: 0, 11: 11, 242: 3, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|246
765|{232: 242, 237: 0, 236: 10, 10: 3, 233: 233, 2: 11, 0: 232, 11: 236, 242: 237, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|775
766|{232: 236, 237: 233, 236: 11, 10: 3, 233: 232, 2: 2, 0: 0, 11: 237, 242: 10, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|19
767|{232: 236, 237: 232, 236: 237, 10: 242, 233: 11, 2: 2, 0: 0, 11: 10, 242: 3, 3: 233}|( )|10
768|{232: 242, 237: 2, 236: 232, 10: 236, 233: 237, 2: 10, 0: 11, 11: 3, 242: 233, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|261
769|{232: 2, 237: 233, 236: 242, 10: 237, 233: 3, 2: 236, 0: 10, 11: 11, 242: 232, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|263
770|{232: 236, 237: 233, 236: 3, 10: 0, 233: 232, 2: 11, 0: 10, 11: 237, 242: 2, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|36
771|{232: 237, 237: 2, 236: 232, 10: 233, 233: 3, 2: 11, 0: 0, 11: 236, 242: 10, 3: 242}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|739
772|{232: 11, 237: 2, 236: 10, 10: 232, 233: 236, 2: 0, 0: 3, 11: 233, 242: 242, 3: 237}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|16
773|{232: 242, 237: 0, 236: 11, 10: 233, 233: 237, 2: 3, 0: 2, 11: 232, 242: 236, 3: 10}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|772
774|{232: 233, 237: 236, 236: 0, 10: 232, 233: 11, 2: 2, 0: 242, 11: 10, 242: 237, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|754
775|{232: 10, 237: 237, 236: 236, 10: 0, 233: 2, 2: 233, 0: 242, 11: 232, 242: 11, 3: 3}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|470
776|{232: 3, 237: 10, 236: 242, 10: 237, 233: 2, 2: 232, 0: 236, 11: 233, 242: 0, 3: 11}|( )|12
777|{232: 236, 237: 10, 236: 0, 10: 3, 233: 242, 2: 11, 0: 2, 11: 237, 242: 232, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|766
778|{232: 242, 237: 233, 236: 0, 10: 237, 233: 2, 2: 10, 0: 3, 11: 236, 242: 11, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|514
779|{232: 2, 237: 3, 236: 10, 10: 11, 233: 233, 2: 242, 0: 0, 11: 232, 242: 236, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
780|{232: 242, 237: 0, 236: 3, 10: 237, 233: 232, 2: 10, 0: 233, 11: 2, 242: 11, 3: 236}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1008
781|{232: 2, 237: 237, 236: 242, 10: 10, 233: 0, 2: 232, 0: 236, 11: 11, 242: 3, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|246
782|{232: 11, 237: 236, 236: 232, 10: 2, 233: 0, 2: 10, 0: 242, 11: 3, 242: 237, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|250
783|{232: 236, 237: 11, 236: 233, 10: 10, 233: 232, 2: 2, 0: 242, 11: 0, 242: 3, 3: 237}|( )|10
784|{232: 11, 237: 3, 236: 242, 10: 0, 233: 10, 2: 237, 0: 233, 11: 236, 242: 232, 3: 2}|( )|14
785|{232: 2, 237: 10, 236: 233, 10: 242, 233: 3, 2: 236, 0: 0, 11: 237, 242: 11, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|517
786|{232: 232, 237: 3, 236: 242, 10: 10, 233: 2, 2: 11, 0: 236, 11: 233, 242: 0, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|243
787|{232: 10, 237: 233, 236: 2, 10: 237, 233: 3, 2: 0, 0: 236, 11: 232, 242: 11, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|507
788|{232: 3, 237: 0, 236: 236, 10: 11, 233: 232, 2: 2, 0: 233, 11: 237, 242: 10, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|7
789|{232: 232, 237: 11, 236: 237, 10: 242, 233: 10, 2: 233, 0: 3, 11: 0, 242: 2, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|741
790|{232: 0, 237: 3, 236: 232, 10: 11, 233: 236, 2: 237, 0: 2, 11: 10, 242: 233, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|500
791|{232: 10, 237: 11, 236: 3, 10: 233, 233: 2, 2: 236, 0: 232, 11: 237, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|518
792|{232: 0, 237: 10, 236: 233, 10: 237, 233: 11, 2: 236, 0: 232, 11: 2, 242: 3, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
793|{232: 11, 237: 2, 236: 237, 10: 242, 233: 0, 2: 232, 0: 233, 11: 3, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|243
794|{232: 233, 237: 2, 236: 242, 10: 10, 233: 11, 2: 236, 0: 0, 11: 3, 242: 237, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|35
795|{232: 3, 237: 0, 236: 233, 10: 232, 233: 242, 2: 237, 0: 236, 11: 2, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|13
796|{232: 10, 237: 242, 236: 237, 10: 11, 233: 0, 2: 232, 0: 3, 11: 236, 242: 2, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|746
797|{232: 232, 237: 0, 236: 237, 10: 233, 233: 2, 2: 10, 0: 3, 11: 11, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|485
798|{232: 0, 237: 237, 236: 10, 10: 2, 233: 236, 2: 232, 0: 233, 11: 11, 242: 3, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } )|265
799|{232: 11, 237: 3, 236: 10, 10: 237, 233: 242, 2: 0, 0: 232, 11: 233, 242: 2, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|767
800|{232: 2, 237: 242, 236: 236, 10: 233, 233: 10, 2: 11, 0: 237, 11: 232, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|30
801|{232: 237, 237: 236, 236: 10, 10: 2, 233: 233, 2: 3, 0: 242, 11: 232, 242: 0, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|710
802|{232: 232, 237: 236, 236: 2, 10: 10, 233: 242, 2: 3, 0: 0, 11: 11, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|490
803|{232: 3, 237: 233, 236: 237, 10: 10, 233: 11, 2: 242, 0: 232, 11: 236, 242: 0, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|486
