permutation|permutationMap|result|denot total iterations
347|{232: 2, 237: 236, 236: 10, 10: 237, 233: 242, 2: 233, 0: 3, 11: 232, 242: 11, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|254
348|{232: 10, 237: 3, 236: 233, 10: 236, 233: 0, 2: 237, 0: 232, 11: 2, 242: 11, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
349|{232: 0, 237: 237, 236: 233, 10: 10, 233: 236, 2: 232, 0: 11, 11: 242, 242: 2, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|7
350|{232: 232, 237: 0, 236: 11, 10: 236, 233: 2, 2: 242, 0: 233, 11: 237, 242: 3, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
351|{232: 3, 237: 237, 236: 2, 10: 242, 233: 236, 2: 0, 0: 233, 11: 232, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|486
352|{232: 11, 237: 233, 236: 0, 10: 242, 233: 232, 2: 3, 0: 2, 11: 237, 242: 236, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|779
353|{232: 237, 237: 232, 236: 236, 10: 2, 233: 242, 2: 233, 0: 11, 11: 0, 242: 10, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|255
354|{232: 10, 237: 3, 236: 242, 10: 237, 233: 236, 2: 11, 0: 0, 11: 233, 242: 2, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|22
355|{232: 233, 237: 10, 236: 232, 10: 236, 233: 3, 2: 0, 0: 242, 11: 2, 242: 237, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
356|{232: 3, 237: 0, 236: 237, 10: 232, 233: 233, 2: 11, 0: 236, 11: 10, 242: 2, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|530
357|{232: 10, 237: 236, 236: 233, 10: 242, 233: 3, 2: 11, 0: 232, 11: 0, 242: 2, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|519
358|{232: 236, 237: 242, 236: 11, 10: 237, 233: 0, 2: 3, 0: 10, 11: 232, 242: 233, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|489
359|{232: 2, 237: 242, 236: 11, 10: 232, 233: 236, 2: 233, 0: 10, 11: 3, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|16
360|{232: 10, 237: 11, 236: 0, 10: 237, 233: 3, 2: 236, 0: 242, 11: 233, 242: 2, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
361|{232: 232, 237: 0, 236: 3, 10: 11, 233: 237, 2: 10, 0: 233, 11: 2, 242: 236, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|800
362|{232: 0, 237: 10, 236: 237, 10: 232, 233: 236, 2: 2, 0: 11, 11: 3, 242: 233, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|11
363|{232: 233, 237: 10, 236: 242, 10: 0, 233: 237, 2: 2, 0: 232, 11: 236, 242: 3, 3: 11}|( )|10
364|{232: 10, 237: 3, 236: 233, 10: 11, 233: 236, 2: 232, 0: 2, 11: 237, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|745
365|{232: 237, 237: 0, 236: 10, 10: 233, 233: 2, 2: 242, 0: 3, 11: 11, 242: 236, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|248
366|{232: 2, 237: 242, 236: 232, 10: 237, 233: 3, 2: 233, 0: 11, 11: 0, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|512
367|{232: 232, 237: 233, 236: 0, 10: 3, 233: 10, 2: 236, 0: 242, 11: 11, 242: 2, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
368|{232: 242, 237: 10, 236: 2, 10: 236, 233: 11, 2: 0, 0: 3, 11: 232, 242: 237, 3: 233}|( )|14
369|{232: 232, 237: 237, 236: 2, 10: 233, 233: 3, 2: 242, 0: 10, 11: 11, 242: 236, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|244
370|{232: 236, 237: 233, 236: 237, 10: 10, 233: 2, 2: 242, 0: 232, 11: 11, 242: 0, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|240
371|{232: 237, 237: 11, 236: 242, 10: 2, 233: 233, 2: 0, 0: 10, 11: 3, 242: 232, 3: 236}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|491
372|{232: 237, 237: 3, 236: 242, 10: 232, 233: 233, 2: 11, 0: 10, 11: 2, 242: 0, 3: 236}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
373|{232: 236, 237: 232, 236: 242, 10: 0, 233: 10, 2: 233, 0: 2, 11: 11, 242: 3, 3: 237}|( )|720
374|{232: 0, 237: 3, 236: 11, 10: 242, 233: 236, 2: 10, 0: 237, 11: 232, 242: 2, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
375|{232: 233, 237: 3, 236: 242, 10: 0, 233: 237, 2: 11, 0: 232, 11: 10, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|515
376|{232: 3, 237: 233, 236: 11, 10: 236, 233: 237, 2: 2, 0: 242, 11: 0, 242: 232, 3: 10}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|245
377|{232: 2, 237: 3, 236: 11, 10: 10, 233: 236, 2: 232, 0: 233, 11: 0, 242: 242, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|243
378|{232: 10, 237: 233, 236: 242, 10: 0, 233: 11, 2: 236, 0: 3, 11: 237, 242: 232, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|490
379|{232: 242, 237: 236, 236: 2, 10: 3, 233: 232, 2: 237, 0: 0, 11: 11, 242: 10, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|285
380|{232: 237, 237: 233, 236: 242, 10: 3, 233: 2, 2: 232, 0: 10, 11: 236, 242: 11, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|29
381|{232: 237, 237: 233, 236: 10, 10: 2, 233: 232, 2: 3, 0: 236, 11: 0, 242: 11, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|251
382|{232: 0, 237: 2, 236: 232, 10: 3, 233: 233, 2: 11, 0: 237, 11: 10, 242: 236, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|708
383|{232: 0, 237: 236, 236: 2, 10: 233, 233: 11, 2: 242, 0: 237, 11: 10, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|1935
384|{232: 3, 237: 2, 236: 11, 10: 232, 233: 237, 2: 242, 0: 10, 11: 233, 242: 236, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
385|{232: 0, 237: 232, 236: 242, 10: 2, 233: 237, 2: 233, 0: 3, 11: 236, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|20
386|{232: 236, 237: 11, 236: 10, 10: 233, 233: 2, 2: 237, 0: 3, 11: 0, 242: 232, 3: 242}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|482
387|{232: 0, 237: 3, 236: 242, 10: 2, 233: 232, 2: 11, 0: 237, 11: 10, 242: 233, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|710
388|{232: 11, 237: 232, 236: 233, 10: 237, 233: 10, 2: 3, 0: 236, 11: 0, 242: 242, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|248
389|{232: 232, 237: 242, 236: 237, 10: 2, 233: 3, 2: 0, 0: 11, 11: 10, 242: 233, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|250
390|{232: 3, 237: 0, 236: 233, 10: 237, 233: 242, 2: 2, 0: 11, 11: 10, 242: 236, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|489
391|{232: 2, 237: 10, 236: 3, 10: 237, 233: 232, 2: 0, 0: 11, 11: 236, 242: 242, 3: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|468
392|{232: 236, 237: 233, 236: 0, 10: 10, 233: 11, 2: 237, 0: 232, 11: 3, 242: 242, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|485
393|{232: 237, 237: 2, 236: 232, 10: 3, 233: 233, 2: 10, 0: 0, 11: 11, 242: 236, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|486
394|{232: 236, 237: 232, 236: 3, 10: 10, 233: 0, 2: 11, 0: 237, 11: 242, 242: 2, 3: 233}|( )|10
395|{232: 3, 237: 233, 236: 10, 10: 2, 233: 11, 2: 0, 0: 232, 11: 242, 242: 237, 3: 236}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1212
396|{232: 242, 237: 233, 236: 3, 10: 0, 233: 232, 2: 10, 0: 237, 11: 11, 242: 236, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|266
397|{232: 10, 237: 11, 236: 0, 10: 233, 233: 2, 2: 236, 0: 232, 11: 242, 242: 237, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|15
398|{232: 237, 237: 3, 236: 10, 10: 242, 233: 232, 2: 236, 0: 0, 11: 11, 242: 2, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|771
399|{232: 3, 237: 242, 236: 237, 10: 0, 233: 232, 2: 10, 0: 2, 11: 236, 242: 233, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|1005
400|{232: 237, 237: 236, 236: 2, 10: 0, 233: 242, 2: 3, 0: 11, 11: 233, 242: 232, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|778
401|{232: 232, 237: 3, 236: 11, 10: 242, 233: 2, 2: 0, 0: 233, 11: 237, 242: 10, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|36
402|{232: 236, 237: 10, 236: 11, 10: 0, 233: 3, 2: 2, 0: 233, 11: 242, 242: 237, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|26
403|{232: 236, 237: 237, 236: 233, 10: 2, 233: 3, 2: 11, 0: 232, 11: 242, 242: 0, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
404|{232: 236, 237: 242, 236: 237, 10: 3, 233: 0, 2: 232, 0: 11, 11: 10, 242: 2, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|968
405|{232: 236, 237: 237, 236: 0, 10: 242, 233: 232, 2: 3, 0: 2, 11: 10, 242: 11, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|248
406|{232: 232, 237: 11, 236: 0, 10: 2, 233: 233, 2: 236, 0: 3, 11: 242, 242: 10, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|514
407|{232: 233, 237: 10, 236: 11, 10: 3, 233: 237, 2: 236, 0: 0, 11: 232, 242: 242, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|487
408|{232: 242, 237: 11, 236: 232, 10: 237, 233: 236, 2: 233, 0: 2, 11: 3, 242: 10, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
409|{232: 2, 237: 242, 236: 11, 10: 232, 233: 233, 2: 0, 0: 3, 11: 236, 242: 10, 3: 237}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|480
410|{232: 233, 237: 2, 236: 242, 10: 232, 233: 3, 2: 0, 0: 11, 11: 10, 242: 237, 3: 236}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|748
411|{232: 232, 237: 242, 236: 3, 10: 11, 233: 233, 2: 0, 0: 2, 11: 10, 242: 237, 3: 236}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
412|{232: 0, 237: 3, 236: 11, 10: 242, 233: 232, 2: 10, 0: 233, 11: 237, 242: 236, 3: 2}|( )|14
413|{232: 3, 237: 11, 236: 233, 10: 10, 233: 2, 2: 242, 0: 232, 11: 236, 242: 237, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|28
414|{232: 237, 237: 233, 236: 236, 10: 3, 233: 11, 2: 232, 0: 242, 11: 0, 242: 10, 3: 2}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|764
415|{232: 233, 237: 11, 236: 3, 10: 236, 233: 2, 2: 232, 0: 0, 11: 237, 242: 242, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|483
416|{232: 2, 237: 237, 236: 236, 10: 10, 233: 11, 2: 3, 0: 232, 11: 233, 242: 0, 3: 242}|( )|237
417|{232: 237, 237: 233, 236: 11, 10: 232, 233: 3, 2: 10, 0: 2, 11: 0, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|502
418|{232: 2, 237: 232, 236: 236, 10: 10, 233: 237, 2: 3, 0: 11, 11: 233, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|26
419|{232: 10, 237: 236, 236: 2, 10: 232, 233: 0, 2: 11, 0: 3, 11: 233, 242: 242, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|251
420|{232: 236, 237: 3, 236: 10, 10: 242, 233: 2, 2: 232, 0: 237, 11: 233, 242: 0, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|248
421|{232: 236, 237: 2, 236: 242, 10: 0, 233: 10, 2: 232, 0: 233, 11: 3, 242: 11, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|1425
422|{232: 233, 237: 3, 236: 11, 10: 237, 233: 242, 2: 232, 0: 10, 11: 236, 242: 2, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|252
423|{232: 11, 237: 237, 236: 10, 10: 0, 233: 236, 2: 3, 0: 242, 11: 232, 242: 2, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|481
424|{232: 2, 237: 0, 236: 233, 10: 10, 233: 236, 2: 242, 0: 11, 11: 237, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|1423
425|{232: 237, 237: 2, 236: 236, 10: 242, 233: 233, 2: 10, 0: 0, 11: 11, 242: 232, 3: 3}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } )|248
426|{232: 0, 237: 232, 236: 236, 10: 10, 233: 11, 2: 237, 0: 2, 11: 233, 242: 242, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|266
427|{232: 237, 237: 233, 236: 2, 10: 0, 233: 242, 2: 3, 0: 236, 11: 10, 242: 11, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|510
428|{232: 233, 237: 0, 236: 10, 10: 236, 233: 11, 2: 242, 0: 237, 11: 232, 242: 2, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|15
429|{232: 3, 237: 232, 236: 11, 10: 242, 233: 10, 2: 236, 0: 0, 11: 233, 242: 2, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|726
430|{232: 236, 237: 3, 236: 242, 10: 10, 233: 11, 2: 237, 0: 0, 11: 2, 242: 233, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|41
431|{232: 237, 237: 11, 236: 2, 10: 0, 233: 232, 2: 233, 0: 10, 11: 236, 242: 242, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|32
432|{232: 233, 237: 10, 236: 237, 10: 236, 233: 242, 2: 3, 0: 11, 11: 2, 242: 232, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
433|{232: 236, 237: 3, 236: 0, 10: 242, 233: 233, 2: 10, 0: 2, 11: 11, 242: 232, 3: 237}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|246
434|{232: 233, 237: 3, 236: 237, 10: 0, 233: 232, 2: 2, 0: 10, 11: 11, 242: 242, 3: 236}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|245
435|{232: 2, 237: 233, 236: 236, 10: 11, 233: 3, 2: 242, 0: 10, 11: 237, 242: 232, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|734
436|{232: 232, 237: 3, 236: 10, 10: 236, 233: 242, 2: 2, 0: 237, 11: 11, 242: 0, 3: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
437|{232: 242, 237: 236, 236: 10, 10: 233, 233: 11, 2: 0, 0: 2, 11: 237, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|486
438|{232: 242, 237: 11, 236: 10, 10: 2, 233: 237, 2: 233, 0: 3, 11: 232, 242: 0, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|731
439|{232: 237, 237: 232, 236: 2, 10: 242, 233: 236, 2: 10, 0: 3, 11: 0, 242: 233, 3: 11}|( )|14
440|{232: 0, 237: 242, 236: 11, 10: 2, 233: 236, 2: 233, 0: 3, 11: 237, 242: 10, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|251
441|{232: 11, 237: 10, 236: 237, 10: 242, 233: 232, 2: 3, 0: 236, 11: 2, 242: 233, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
442|{232: 232, 237: 233, 236: 237, 10: 3, 233: 11, 2: 236, 0: 10, 11: 242, 242: 0, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|503
443|{232: 242, 237: 232, 236: 3, 10: 10, 233: 233, 2: 0, 0: 236, 11: 237, 242: 2, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|750
444|{232: 236, 237: 3, 236: 232, 10: 237, 233: 233, 2: 10, 0: 11, 11: 0, 242: 242, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|490
445|{232: 232, 237: 10, 236: 11, 10: 2, 233: 3, 2: 237, 0: 242, 11: 0, 242: 236, 3: 233}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|752
446|{232: 3, 237: 236, 236: 2, 10: 0, 233: 10, 2: 242, 0: 11, 11: 237, 242: 233, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|731
447|{232: 10, 237: 242, 236: 236, 10: 0, 233: 11, 2: 2, 0: 237, 11: 233, 242: 232, 3: 3}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
448|{232: 237, 237: 233, 236: 232, 10: 11, 233: 10, 2: 236, 0: 0, 11: 242, 242: 3, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1439
449|{232: 237, 237: 232, 236: 3, 10: 242, 233: 0, 2: 10, 0: 2, 11: 233, 242: 236, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
450|{232: 2, 237: 232, 236: 10, 10: 0, 233: 11, 2: 242, 0: 3, 11: 237, 242: 236, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|43
451|{232: 233, 237: 237, 236: 242, 10: 2, 233: 10, 2: 0, 0: 236, 11: 232, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|17
452|{232: 242, 237: 236, 236: 2, 10: 237, 233: 233, 2: 10, 0: 11, 11: 232, 242: 0, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|29
453|{232: 2, 237: 3, 236: 236, 10: 237, 233: 0, 2: 233, 0: 10, 11: 242, 242: 232, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1454
454|{232: 233, 237: 242, 236: 0, 10: 232, 233: 2, 2: 11, 0: 237, 11: 3, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|524
455|{232: 11, 237: 242, 236: 232, 10: 3, 233: 10, 2: 2, 0: 233, 11: 0, 242: 237, 3: 236}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|485
456|{232: 237, 237: 2, 236: 233, 10: 232, 233: 10, 2: 236, 0: 242, 11: 11, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|495
457|{232: 233, 237: 2, 236: 242, 10: 232, 233: 236, 2: 10, 0: 3, 11: 0, 242: 11, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1466
458|{232: 0, 237: 3, 236: 236, 10: 237, 233: 11, 2: 242, 0: 232, 11: 233, 242: 2, 3: 10}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
459|{232: 0, 237: 236, 236: 232, 10: 242, 233: 3, 2: 10, 0: 237, 11: 233, 242: 2, 3: 11}|( )|14
460|{232: 10, 237: 0, 236: 2, 10: 242, 233: 237, 2: 233, 0: 236, 11: 232, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|486
461|{232: 232, 237: 11, 236: 237, 10: 3, 233: 10, 2: 2, 0: 0, 11: 236, 242: 233, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|15
