permutation|permutationMap|result|denot total iterations
114|{3: 11, 237: 2, 236: 3, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
115|{3: 2, 237: 11, 236: 3, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
116|{3: 242, 237: 237, 236: 11, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
117|{3: 237, 237: 242, 236: 11, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
118|{3: 242, 237: 3, 236: 11, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
119|{3: 3, 237: 242, 236: 11, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
120|{3: 237, 237: 3, 236: 11, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
121|{3: 3, 237: 237, 236: 11, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
122|{3: 242, 237: 237, 236: 11, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
123|{3: 237, 237: 242, 236: 11, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|492
124|{3: 242, 237: 2, 236: 11, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
125|{3: 2, 237: 242, 236: 11, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
126|{3: 237, 237: 2, 236: 11, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|485
127|{3: 2, 237: 237, 236: 11, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
128|{3: 242, 237: 3, 236: 11, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|486
129|{3: 3, 237: 242, 236: 11, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|248
130|{3: 242, 237: 2, 236: 11, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
131|{3: 2, 237: 242, 236: 11, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
132|{3: 3, 237: 2, 236: 11, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
133|{3: 2, 237: 3, 236: 11, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|488
134|{3: 237, 237: 3, 236: 11, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
135|{3: 3, 237: 237, 236: 11, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
136|{3: 237, 237: 2, 236: 11, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|486
137|{3: 2, 237: 237, 236: 11, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|482
138|{3: 3, 237: 2, 236: 11, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|254
139|{3: 2, 237: 3, 236: 11, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|492
140|{3: 242, 237: 11, 236: 237, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
141|{3: 11, 237: 242, 236: 237, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|18
142|{3: 242, 237: 3, 236: 237, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
143|{3: 3, 237: 242, 236: 237, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|488
144|{3: 11, 237: 3, 236: 237, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|492
145|{3: 3, 237: 11, 236: 237, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
146|{3: 242, 237: 11, 236: 237, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
147|{3: 11, 237: 242, 236: 237, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|502
148|{3: 242, 237: 2, 236: 237, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
149|{3: 2, 237: 242, 236: 237, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|488
150|{3: 11, 237: 2, 236: 237, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|484
151|{3: 2, 237: 11, 236: 237, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
152|{3: 242, 237: 3, 236: 237, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
153|{3: 3, 237: 242, 236: 237, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
154|{3: 242, 237: 2, 236: 237, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|724
155|{3: 2, 237: 242, 236: 237, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
156|{3: 3, 237: 2, 236: 237, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|724
157|{3: 2, 237: 3, 236: 237, 232: 232, 10: 10, 242: 242, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
158|{3: 11, 237: 3, 236: 237, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|492
159|{3: 3, 237: 11, 236: 237, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
160|{3: 11, 237: 2, 236: 237, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
161|{3: 2, 237: 11, 236: 237, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
162|{3: 3, 237: 2, 236: 237, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|250
163|{3: 2, 237: 3, 236: 237, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|490
164|{3: 237, 237: 11, 236: 242, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( ),10
165|{3: 11, 237: 237, 236: 242, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( ),10
166|{3: 237, 237: 3, 236: 242, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( ),10
167|{3: 3, 237: 237, 236: 242, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( ),10
168|{3: 11, 237: 3, 236: 242, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( ),10
169|{3: 3, 237: 11, 236: 242, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( ),10
170|{3: 237, 237: 11, 236: 242, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
171|{3: 11, 237: 237, 236: 242, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
172|{3: 237, 237: 2, 236: 242, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
173|{3: 2, 237: 237, 236: 242, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( ),10
174|{3: 11, 237: 2, 236: 242, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|249
175|{3: 2, 237: 11, 236: 242, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( ),10
176|{3: 237, 237: 3, 236: 242, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
177|{3: 3, 237: 237, 236: 242, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
178|{3: 237, 237: 2, 236: 242, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|247
179|{3: 2, 237: 237, 236: 242, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
180|{3: 3, 237: 2, 236: 242, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|247
181|{3: 2, 237: 3, 236: 242, 232: 232, 10: 10, 242: 237, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
182|{3: 11, 237: 3, 236: 242, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( ),14
183|{3: 3, 237: 11, 236: 242, 232: 232, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|247
184|{3: 11, 237: 2, 236: 242, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( ),10
185|{3: 2, 237: 11, 236: 242, 232: 232, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|247
186|{3: 3, 237: 2, 236: 242, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 237, 233: 233}|( ),10
187|{3: 2, 237: 3, 236: 242, 232: 232, 10: 10, 242: 11, 11: 236, 0: 0, 2: 237, 233: 233}|( ),14
188|{3: 242, 237: 236, 236: 2, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
189|{3: 236, 237: 242, 236: 2, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|247
190|{3: 242, 237: 11, 236: 2, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
191|{3: 11, 237: 242, 236: 2, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|247
192|{3: 236, 237: 11, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
193|{3: 11, 237: 236, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
194|{3: 242, 237: 236, 236: 2, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
195|{3: 236, 237: 242, 236: 2, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
196|{3: 242, 237: 3, 236: 2, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
197|{3: 3, 237: 242, 236: 2, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
198|{3: 236, 237: 3, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
199|{3: 3, 237: 236, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
200|{3: 242, 237: 11, 236: 2, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
201|{3: 11, 237: 242, 236: 2, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 236, 233: 233}|( ),10
202|{3: 242, 237: 3, 236: 2, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
203|{3: 3, 237: 242, 236: 2, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( ),10
204|{3: 11, 237: 3, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
205|{3: 3, 237: 11, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
206|{3: 236, 237: 11, 236: 2, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|482
207|{3: 11, 237: 236, 236: 2, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
208|{3: 236, 237: 3, 236: 2, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|490
209|{3: 3, 237: 236, 236: 2, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|248
210|{3: 11, 237: 3, 236: 2, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|490
211|{3: 3, 237: 11, 236: 2, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|245
212|{3: 242, 237: 236, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
213|{3: 236, 237: 242, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 2, 233: 233}|( ),10
214|{3: 242, 237: 11, 236: 3, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
215|{3: 11, 237: 242, 236: 3, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( ),10
216|{3: 236, 237: 11, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
217|{3: 11, 237: 236, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
218|{3: 242, 237: 236, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
219|{3: 236, 237: 242, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|26
220|{3: 242, 237: 2, 236: 3, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|488
221|{3: 2, 237: 242, 236: 3, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
222|{3: 236, 237: 2, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|482
223|{3: 2, 237: 236, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
224|{3: 242, 237: 11, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|482
225|{3: 11, 237: 242, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 236, 233: 233}|( ),14
226|{3: 242, 237: 2, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
227|{3: 2, 237: 242, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( ),14
228|{3: 11, 237: 2, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
229|{3: 2, 237: 11, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|478
230|{3: 236, 237: 11, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
231|{3: 11, 237: 236, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
232|{3: 236, 237: 2, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
233|{3: 2, 237: 236, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
234|{3: 11, 237: 2, 236: 3, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|11
235|{3: 2, 237: 11, 236: 3, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
236|{3: 242, 237: 236, 236: 11, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|245
237|{3: 236, 237: 242, 236: 11, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 2, 233: 233}|( ),10
238|{3: 242, 237: 3, 236: 11, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( ),12
239|{3: 3, 237: 242, 236: 11, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( ),10
